,ID,Date,User,Tweet,HashTags,Likes,Retweets,MentionUsers,LocationCoordinates,clean_Tweet,NLTK_Sentiment_Analysis,TextBlob_Sentiment_Analysis,Compound_Sentiment_Score,Positive_Sentiment
187,1561189849754963969,2022-08-21 03:14:00+00:00,JaguarsViews,Jaguars preseason: Dawuane Smoot shines in loss vs. Steelers #JaguarsFootball #JagsNation #DTWD #Duval #DUUUVAL #JAX https://t.co/UCWFq34pBC,"['JaguarsFootball', 'JagsNation', 'DTWD', 'Duval', 'DUUUVAL', 'JAX']",0,0,,,jaguars preseason dawuane smoot shines loss vs steelers,-0.3182,0.0,-0.3182,False
188,1561189275873337345,2022-08-21 03:11:43+00:00,ronNcaphill,"@Nika989 Awesome 👍.

Quick question: you or any of your #DUUUVAL fam have any sort of definitive seating map for Wembley that determines the Jaguars and visitors sidelines?

Trying to figure out if the tix I have are on Denver's sideline or Jacksonville's. But all the maps are generic.",['DUUUVAL'],2,0,"[User(username='Nika989', id=26674847, displayname='MizNika', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-105.109815, latitude=39.614151)",awesome quick question fam sort definitive seating map wembley determines jaguars visitors sidelines trying figure tix denvers sideline jacksonvilles maps generic,0.6249,0.4444444444444444,1.0693444444444444,True
190,1561188674456485888,2022-08-21 03:09:20+00:00,ITRNikS,"Let's not get too excited. Preseason game against the Jacksonville Jaguars. 

#HereWeGo #DUUUVAL https://t.co/ETsPzLleXi","['HereWeGo', 'DUUUVAL']",2,0,,,lets get excited preseason game jacksonville jaguars,0.34,-0.012500000000000011,0.3275,True
191,1561187556775153664,2022-08-21 03:04:53+00:00,Demetrius82,"Updated with quotes from #Jaguars head coach Doug Pederson on the two injuries tonight, CB Shaq Griffin (didn't play) and DT Foley Fatukasi (injured during game): 

https://t.co/WSbN5VQXPR",['Jaguars'],9,2,,,updated quotes head coach doug pederson two injuries tonight cb shaq griffin didnt play dt foley fatukasi injured game,-0.577,-0.4,-0.977,False
192,1561187082625769472,2022-08-21 03:03:00+00:00,JaguarsViews,Instant analysis of Jaguars' preseason loss vs. Steelers #JacksonvilleJaguars #Jaguars #Jags #GoJags #JagsFan https://t.co/VI5K4mFdj6,"['JacksonvilleJaguars', 'Jaguars', 'Jags', 'GoJags', 'JagsFan']",0,0,,,instant analysis jaguars preseason loss vs steelers,-0.3182,0.0,-0.3182,False
193,1561186234478858240,2022-08-21 02:59:38+00:00,pvTeamAngels,"Alianza Jaguar San Pancho
Alianza Jaguar works at ensuring the survival of the jaguar. https://t.co/T3DcOYHnLQ #RivieraNayarit #SanPacho #animals #animallovers #Jaguars https://t.co/ryokPNeOph","['RivieraNayarit', 'SanPacho', 'animals', 'animallovers', 'Jaguars']",0,0,,,alianza jaguar san pancho alianza jaguar works ensuring survival jaguar,0.2732,0.0,0.2732,True
195,1561183743120793600,2022-08-21 02:49:44+00:00,andrewhitson,Preseason is fine but I want a full game of the starters. I’m tired of third stringers trying to catch loopy balls from CJ and EJ. Let’s go. #Jaguars,['Jaguars'],0,0,,,preseason fine want full game starters tired third stringers trying catch loopy balls cj ej let go,-0.2023,-0.006666666666666687,-0.2089666666666667,False
196,1561183265599406082,2022-08-21 02:47:50+00:00,BlakeWithSports,It’s tough being a jaguars fan. I get made fun of even during the preseason! 😞 #Jaguars,['Jaguars'],1,0,,,tough jaguars fan get made fun even preseason,0.6249,-0.04444444444444445,0.5804555555555555,True
198,1561182561220583429,2022-08-21 02:45:02+00:00,ROTOBOSS,That fourth round ADP on Travis Etienne is not looking so hot right about now! #jaguars #fantasyfootball #fantasyfootballdraft,"['jaguars', 'fantasyfootball', 'fantasyfootballdraft']",1,0,,,fourth round adp travis etienne looking hot right,0.0,0.08392857142857142,0.08392857142857142,True
199,1561182201420693504,2022-08-21 02:43:36+00:00,dad2fall,"James Bousema, an artist from Las Vegas, makes these after every Raiders win and they fucking KILL ME every time bruh lmfao 😂😂😂😂 #RaiderNation #Jaguars #Dolphins #Chargers #Eagles https://t.co/6H1CDdE6M0","['RaiderNation', 'Jaguars', 'Dolphins', 'Chargers', 'Eagles']",1,0,,,james bousema artist las vegas makes every raiders win fucking kill every time bruh lmfao,0.3197,0.10000000000000003,0.4197,True
200,1561182007354343424,2022-08-21 02:42:50+00:00,HaysCarlyon,The #Jaguars defense showing promising signs. https://t.co/PasVgwFtHV,['Jaguars'],11,1,,,defense showing promising signs,0.4939,0.2,0.6939,True
201,1561181837745164292,2022-08-21 02:42:10+00:00,Jaguars_Jungle_,"The #Jaguars are netting 2 more points each week. Jags scoring 17 points against the Falcons next week a guarantee. 

HOF: 11
PRE1: 13
PRE2: 15",['Jaguars'],0,0,,,netting 2 points week jags scoring 17 points falcons next week guarantee hof 11 pre1 13 pre2 15,0.25,0.0,0.25,True
202,1561181831638171649,2022-08-21 02:42:08+00:00,Fan1995Jags,"Crisco fans? 🤣🤣🤣

Try harder

 #jaguars",['jaguars'],0,0,,,crisco fans try harder,0.0,-0.1,-0.1,False
203,1561181641397133312,2022-08-21 02:41:23+00:00,janesharesfacts,@HaysCarlyon Whole special teams situation looks bleak if Agnew isn’t returning punts. #Jaguars,['Jaguars'],2,0,"[User(username='HaysCarlyon', id=259278522, displayname='Hays Carlyon', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,whole special teams situation looks bleak agnew returning punts,0.4019,-0.14761904761904762,0.2542809523809524,True
204,1561180834014658560,2022-08-21 02:38:10+00:00,Jaguars,"Myles Jack will never be down. 

All love 🖤

#DUUUVAL https://t.co/k7Q9FPnCu1",['DUUUVAL'],1180,136,,,myles jack never love,-0.5216,-0.25,-0.7716,False
205,1561180731136786435,2022-08-21 02:37:46+00:00,thesameJay,One more preseason game to go. Excited to hear @ShopTalkingWigg thoughts on tonight’s game on Monday. #Jaguars,['Jaguars'],2,0,"[User(username='ShopTalkingWigg', id=617778281, displayname='Amp Wigg', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,one preseason game go excited hear thoughts tonight game monday,0.34,-0.1416666666666667,0.19833333333333333,True
206,1561180710328619013,2022-08-21 02:37:41+00:00,andrewhitson,Preseason wins are nice. But give me four quarters with the starters. They’re going to make some noise. #Jaguars,['Jaguars'],1,0,,,preseason wins nice give four quarters starters going make noise,0.7579,0.44999999999999996,1.2079,True
207,1561180339153813505,2022-08-21 02:36:12+00:00,TheJaguarsWire,"After leading for most of the game, this loss will sting for the #Jaguars. It’s a good thing this game didn’t count.  https://t.co/AkrW5RP18z",['Jaguars'],0,0,,,leading game loss sting good thing game count,0.1531,-0.03333333333333336,0.11976666666666666,True
212,1561177708503203841,2022-08-21 02:25:45+00:00,JonathanLOdom,Can we call Lambo up and assure him Meyer will not be back on the field again? We need a kicker ASAP &amp; Dougie P don’t kick players #Jaguars,['Jaguars'],18,0,,,call lambo assure meyer back field need kicker asap amp dougie p kick players,0.34,0.0,0.34,True
213,1561177200442970113,2022-08-21 02:23:44+00:00,JonathanLOdom,"When your backups are playing in the fourth quarter, you entertain yourselves. #Jaguars #PITvsJAX #DUUUVAL https://t.co/cdXFy3pSjA","['Jaguars', 'PITvsJAX', 'DUUUVAL']",4,2,,,backups playing fourth quarter entertain,0.4767,0.0,0.4767,True
214,1561177144600023041,2022-08-21 02:23:31+00:00,JMHessDesign,@Jaguars Can @JoshLambo come back to play for us? #NFL #Jaguars #kickingwoes not so #specialteams,"['NFL', 'Jaguars', 'kickingwoes', 'specialteams']",0,0,"[User(username='Jaguars', id=59471027, displayname='Jacksonville Jaguars', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='JoshLambo', id=723001924002283520, displayname='Josh Lambo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-87.634643, latitude=24.396308)",come back play us,0.34,0.0,0.34,True
216,1561176563533590530,2022-08-21 02:21:12+00:00,dickardgreen,Definitely expect for Santoso to be cut forsure!. #Jaguars,['Jaguars'],0,0,,,definitely expect santoso cut forsure,0.1531,0.0,0.1531,True
217,1561176519732596736,2022-08-21 02:21:02+00:00,ROTOBOSS,Not loving Travis Etienne's preseason so far! Pederson doing his committee thing again! I'm getting a bit nervous! #fantasyfootball #Jaguars #fantasyfootball2022 #fantasyfootballadvice,"['fantasyfootball', 'Jaguars', 'fantasyfootball2022', 'fantasyfootballadvice']",1,0,,,loving travis etiennes preseason far pederson committee thing im getting bit nervous,0.4215,0.35,0.7715,True
218,1561176008929284096,2022-08-21 02:19:00+00:00,JaguarsViews,WATCH: C.J. Beathard muscles his way into end zone for Jaguars' first touchdown vs. Steelers #JacksonvilleJaguars #Jaguars #Jags #GoJags #JagsFan https://t.co/7SlPHwqFW6,"['JacksonvilleJaguars', 'Jaguars', 'Jags', 'GoJags', 'JagsFan']",0,0,,,watch c j beathard muscles way end zone jaguars first touchdown vs steelers,0.0,0.25,0.25,True
219,1561175651960229889,2022-08-21 02:17:35+00:00,dickardgreen,So biggest issue is our kicker! Well now!. @JoshScobee10 you up? #Jaguars,['Jaguars'],0,0,"[User(username='JoshScobee10', id=39999748, displayname='Josh Scobee', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,biggest issue kicker well,0.2732,0.0,0.2732,True
220,1561174799413649409,2022-08-21 02:14:12+00:00,CFreemanJAX,"Where did the #Jaguars stand out Saturday, and where did they come up short? Here are the quick takeaways, from @Demetrius82 via @jaxdotcom: https://t.co/tzCvVVYebo",['Jaguars'],4,0,"[User(username='Demetrius82', id=15216982, displayname='Demetrius Harvey', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='jaxdotcom', id=15572679, displayname='Florida Times-Union', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,stand saturday come short quick takeaways via,0.0,0.16666666666666666,0.16666666666666666,True
221,1561174724364931073,2022-08-21 02:13:54+00:00,fcsrx7,"#Jaguars still suck, they only excel at Losing. 3-5 wins this year if lucky.",['Jaguars'],0,0,,,still suck excel losing 3 5 wins year lucky,0.6124,0.31666666666666665,0.9290666666666667,True
222,1561174517099253761,2022-08-21 02:13:04+00:00,MiaOBrienTV,"#Jaguars fall to 0-3 in the preseason, but the starters exit with a lead again

How we feeling, #DUUUVAL ? https://t.co/ktPikO2Qcy","['Jaguars', 'DUUUVAL']",72,3,,,fall 0 3 preseason starters exit lead feeling,0.128,0.0,0.128,True
225,1561174056531103745,2022-08-21 02:11:14+00:00,SSN_GOD_,@Jaguars @net_acr Looks like cutting Jake Luton was a bad idea. #Jaguars #DUUUVAL #NFLTwitter #NFLPreseason #NFL,"['Jaguars', 'DUUUVAL', 'NFLTwitter', 'NFLPreseason', 'NFL']",0,0,"[User(username='Jaguars', id=59471027, displayname='Jacksonville Jaguars', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='net_acr', id=1161314776288550912, displayname='AmericasCardRoomNET', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,looks like cutting jake luton bad idea,-0.3612,-0.6499999999999999,-1.0111999999999999,False
229,1561173242420858887,2022-08-21 02:08:00+00:00,JaguarsViews,WATCH: Jaguars' special teams unit comes up with incredible save to pin Steelers inside the 5 yard line #JacksonvilleJaguars #Jaguars #Jags #GoJags #JagsFan https://t.co/Tn0xPFwmKB,"['JacksonvilleJaguars', 'Jaguars', 'Jags', 'GoJags', 'JagsFan']",0,0,,,watch jaguars special teams unit comes incredible save pin steelers inside 5 yard line,0.7096,0.6285714285714286,1.3381714285714286,True
233,1561172747086077954,2022-08-21 02:06:02+00:00,MeegDaddy,First pick in next years draft better be a fucking kicker #jaguars,['jaguars'],0,0,,"Coordinates(longitude=-80.623285, latitude=28.370388)",first pick next years draft better fucking kicker,0.4404,0.037500000000000006,0.4779,True
235,1561172640655704064,2022-08-21 02:05:37+00:00,904DTWD,I'd bet @Mattyice717 would've hit that game-winner #Jaguars,['Jaguars'],2,0,"[User(username='Mattyice717', id=375942543, displayname='Matt Wright', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,id bet wouldve hit game winner,0.5859,-0.4,0.18589999999999995,True
236,1561172575052496896,2022-08-21 02:05:21+00:00,JTruthin,Ryan Santoso is terrible dawg oml I get it was 57 yards but that shit was a line drive far to the right cut em #jaguars,['jaguars'],1,0,,,ryan santoso terrible dawg oml get 57 yards shit line drive far right cut em,-0.8316,-0.20357142857142854,-1.0351714285714286,False
237,1561172502801485824,2022-08-21 02:05:04+00:00,JC_DTWP,The #Jaguars better sign a Kicker tomorrow.,['Jaguars'],13,0,,,better sign kicker tomorrow,0.4404,0.5,0.9404,True
238,1561172479846060032,2022-08-21 02:04:59+00:00,MainManPlan,I really wanted to win that one.... #Jaguars,['Jaguars'],2,0,,,really wanted win one,0.6222,0.5,1.1221999999999999,True
240,1561172308361990144,2022-08-21 02:04:18+00:00,TheTomahawkChop,#Jaguars always find a damn way.,['Jaguars'],0,0,,,always find damn way,-0.4019,0.0,-0.4019,False
242,1561172202841595910,2022-08-21 02:03:52+00:00,Demetrius82,"No good. Wide right. #Jaguars pick up third loss of the preseason, 16-15.",['Jaguars'],17,0,,,good wide right pick third loss preseason 16 15,0.1531,0.22142857142857142,0.37452857142857143,True
244,1561171558504271878,2022-08-21 02:01:19+00:00,Demetrius82,"#Jaguars QB EJ Perry gets the team into field-goal range. They have one timeout left, 23 seconds remaining and at the 38-yard-line. 

Potential for a game-winning FG by Ryan Santoso here, which I'm sure the Jaguars' coaching staff would like to see.",['Jaguars'],27,3,,,qb ej perry gets team field goal range one timeout left 23 seconds remaining 38 yard line potential game winning fg ryan santoso im sure jaguars coaching staff would like see,0.802,0.12,0.922,True
245,1561171525985878016,2022-08-21 02:01:11+00:00,TheJaguarsWire,Here are the best ways to follow the #Jaguars matchup against the #Steelers on Saturday.  https://t.co/5K4J75Gjdb,"['Jaguars', 'Steelers']",0,0,,,best ways follow matchup saturday,0.6369,1.0,1.6369,True
246,1561171207893942273,2022-08-21 01:59:55+00:00,WVSportsbetGuru,"Get out the 🧹🧹🧹, it’s a sweep!!!

Since our 0-2 (both on #Jaguars) start, we’re 🔥 6-1 +5u 🔥

if you like Cash’em with us in the regular season, DM me for discounted pricing! 

#NFL #GamblingTwitter #NFLPreseason #NFLTwitter","['Jaguars', 'NFL', 'GamblingTwitter', 'NFLPreseason', 'NFLTwitter']",14,1,,,get sweep since 0 2 start 6 1 5u like cash em us regular season dm discounted pricing,0.4019,0.0,0.4019,True
248,1561170472645042178,2022-08-21 01:57:00+00:00,JaguarsViews,Steelers rookie QB Kenny Pickett looks like a starter in hurry-up TD drive #JacksonvilleJaguars #Jaguars #Jags #GoJags #JagsFans https://t.co/8R8spOIQao,"['JacksonvilleJaguars', 'Jaguars', 'Jags', 'GoJags', 'JagsFans']",0,0,,,steelers rookie qb kenny pickett looks like starter hurry td drive,0.3612,0.0,0.3612,True
249,1561170460515115008,2022-08-21 01:56:57+00:00,TrumanDem,"Why does Jags opponnts' second team ALWAYS look better.  ALWAYS.  

#Jaguars 
@1010XL 
@md_1010xl 
@1010xljoec 
@1010XLLauren",['Jaguars'],1,0,"[User(username='1010XL', id=22014993, displayname='1010 XL / 92.5 FM', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='md_1010xl', id=49786915, displayname='Mike Dempsey', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='1010xljoec', id=156095474, displayname='Joe Cowart', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='1010XLLauren', id=411057181, displayname='Lauren Brooks', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,jags opponnts second team always look better always,0.4404,0.25,0.6904,True
251,1561170093547085824,2022-08-21 01:55:30+00:00,Mist3r__C,Mason did very well on that drive to give the Steelers back the lead. Scared me a little but he got it done. Good job.   #Steelers #Jaguars,"['Steelers', 'Jaguars']",0,0,,,mason well drive give steelers back lead scared little got done good job,0.2111,0.1708333333333333,0.38193333333333335,True
252,1561170092016259072,2022-08-21 01:55:29+00:00,ASaunders_PGH,"2PC attempt goes through the hands of Connor Heyward.

#Steelers 16
#Jaguars 15
1:56, 4Q","['Steelers', 'Jaguars']",1,1,,,2pc attempt goes hands connor heyward 16 15 1 56 4q,-0.6249,0.0,-0.6249,False
253,1561169294960074753,2022-08-21 01:52:19+00:00,Izzy1984,Looks like Steelers were better at finding backup QB options than #Jaguars.  Big failure in this area for Balke.,['Jaguars'],1,0,,,looks like steelers better finding backup qb options big failure area balke,0.2732,0.061111111111111095,0.3343111111111111,True
254,1561169126932054017,2022-08-21 01:51:39+00:00,sampsongregory,"Steelers about to score. #Jaguars are in the same spot as they have been for years. If the starters stay healthy enough to play, they can contend. That was the true miracle of 2017. We won't know the prognosis until October.",['Jaguars'],0,0,,,steelers score spot years starters stay healthy enough play contend true miracle 2017 wont know prognosis october,0.8979,0.2833333333333333,1.1812333333333334,True
255,1561168854516211713,2022-08-21 01:50:34+00:00,JC_DTWP,Just like the #Jaguars to snatch defeat from the jaws of victory.,['Jaguars'],6,0,,,like snatch defeat jaws victory,-0.128,0.0,-0.128,False
256,1561168441947459584,2022-08-21 01:48:56+00:00,proxy_vegas,"$12 Million Guranteed in Football Contests for 2022!! #raiders #dolphins #steelers #jaguars #titans #buccaneers #niners #vikings #NFLTwitter #crypto #trending #bettingtwitter #betting #poker #football 
20+ years football proxy, late submission times.","['raiders', 'dolphins', 'steelers', 'jaguars', 'titans', 'buccaneers', 'niners', 'vikings', 'NFLTwitter', 'crypto', 'trending', 'bettingtwitter', 'betting', 'poker', 'football']",0,1,,,12 million guranteed football contests 2022 20 years football proxy late submission times,0.0,-0.3,-0.3,False
257,1561168294467538946,2022-08-21 01:48:21+00:00,nflrums,"https://t.co/08mtYFopsP
#Jaguars Trevor Lawrence shows why he was the number 1 pick on this throw.",['Jaguars'],879,76,,,trevor lawrence shows number 1 pick throw,0.0772,0.0,0.0772,True
259,1561167752588673024,2022-08-21 01:46:11+00:00,TheJaguarsWire,"C.J. Beathard made an incredible effort on this play, and may have delivered the #Jaguars their first win of the new season against the #Steelers  https://t.co/RueTscX6SN","['Jaguars', 'Steelers']",0,0,,,c j beathard made incredible effort play may delivered first win new season,0.7351,0.5215909090909091,1.256690909090909,True
260,1561167704127684614,2022-08-21 01:46:00+00:00,JaguarsViews,WATCH: Jaguars’ special teams unit comes up with incredible save to pin Steelers inside the 5 yard line #JacksonvilleJaguars #Jaguars #Jags #GoJags #JagsFans https://t.co/bRJbhCjHAD,"['JacksonvilleJaguars', 'Jaguars', 'Jags', 'GoJags', 'JagsFans']",0,0,,,watch jaguars special teams unit comes incredible save pin steelers inside 5 yard line,0.7096,0.6285714285714286,1.3381714285714286,True
261,1561167335079149570,2022-08-21 01:44:32+00:00,UCFKent,"Who's got video of the fight that happened 5 mins ago in the North endzone Jags fan?
#Jaguars @Jaguars #PITvsJAX","['Jaguars', 'PITvsJAX']",2,0,"[User(username='Jaguars', id=59471027, displayname='Jacksonville Jaguars', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-87.634643, latitude=24.396308)",whos got video fight happened 5 mins ago north endzone jags fan,-0.0772,0.0,-0.0772,False
262,1561167236324380673,2022-08-21 01:44:08+00:00,Demetrius82,"#Jaguars WR Tim Jones with a gain of 51 yards on a throw from EJ Perry. He broke about three tackles to make the play. Has had a very nice game tonight, catching three passes for 68 yards. 

That's Perry's first completion in the NFL, pretty good start for him on the stat line.",['Jaguars'],72,8,,,wr tim jones gain 51 yards throw ej perry broke three tackles make play nice game tonight catching three passes 68 yards thats perrys first completion nfl pretty good start stat line,0.8979,0.3333333333333333,1.2312333333333334,True
263,1561167041616306177,2022-08-21 01:43:22+00:00,MiaOBrienTV,"Biggest passing play of the night is a 51-yard dart from EJ Perry to Tim Jones. Timmy revvvvved up the jets after the catch.

Great throw from Perry, too. Long way from what we saw in Rookie Mini-Camp.

#Jaguars",['Jaguars'],15,3,,,biggest passing play night 51 yard dart ej perry tim jones timmy revvvvved jets catch great throw perry long way saw rookie mini camp,0.7579,0.375,1.1329,True
264,1561167035819769857,2022-08-21 01:43:21+00:00,TheNoahGoldberg,"Big fight at the #Jaguars-#Steelers game just now. 

Disclaimer: Violence https://t.co/VmwTUIhVVy","['Jaguars', 'Steelers']",17665,2635,,,big fight game disclaimer violence,-0.7717,-0.2,-0.9717,False
266,1561166583522811905,2022-08-21 01:41:33+00:00,CFreemanJAX,Some shaky moments in the return game for #Jaguars tonight.,['Jaguars'],2,0,,,shaky moments return game tonight,-0.2263,-0.3666666666666667,-0.5929666666666666,False
269,1561164619917545474,2022-08-21 01:33:45+00:00,AmyRoseJax,Hey @FOXSports what’s with putting the “flag” word over the OPPOSITE team that caused the violation? Hey #Duuuval did you notice this? I thought it was always over who actually caused it? I’m confused. #Jaguars,"['Duuuval', 'Jaguars']",0,0,"[User(username='FOXSports', id=16877611, displayname='FOX Sports', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,hey putting flag word opposite team caused violation hey notice thought always actually caused confused,-0.6705,-0.13333333333333333,-0.8038333333333333,False
270,1561164197450469377,2022-08-21 01:32:04+00:00,jagzman04,"Gotta say, at least the depth players look better this week. #Jaguars",['Jaguars'],4,0,,,gotta say least depth players look better week,0.4404,0.1,0.5404,True
274,1561163227890843648,2022-08-21 01:28:13+00:00,EverettJE,PUBLIC SERVICE ANNOUCEMENT!!! If #Jaguars win this game I'm celebrating like its the regular season. 4 wins in 2yrs will do that for you #Awinisawin https://t.co/PdjaW1CEUm,"['Jaguars', 'Awinisawin']",0,0,,,public service annoucement win game im celebrating like regular season 4 wins 2yrs,0.9287,0.13999999999999999,1.0687,True
275,1561163168164061184,2022-08-21 01:27:58+00:00,Sadelvr,"@jaguars just add ""MOVE EM!"" and it's perfect. I swear. 

Regards, section 202

#DUUUVAL https://t.co/DidUHgTw1e",['DUUUVAL'],0,0,"[User(username='Jaguars', id=59471027, displayname='Jacksonville Jaguars', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,add move em perfect swear regards section 202,0.5423,1.0,1.5423,True
280,1561162722821263361,2022-08-21 01:26:12+00:00,AlanaJBOF,CJ Beathard-still in the league LOL #Jaguars,['Jaguars'],0,0,,,cj beathard still league lol,0.4215,0.8,1.2215,True
281,1561162718542970880,2022-08-21 01:26:11+00:00,MiaOBrienTV,"CJ Beathard TD run.

#Jaguars extend their lead to 15-7, Q4 12:17.

Y'all know what that means. https://t.co/GT3qed6iAa",['Jaguars'],16,1,,,cj beathard td run extend lead 15 7 q4 12 17 yall know means,0.1779,0.0,0.1779,True
284,1561162577220190218,2022-08-21 01:25:38+00:00,1010XLLauren,First touchdown of the night for the #Jaguars belongs to a scrambling CJ Beathard,['Jaguars'],1,0,,,first touchdown night belongs scrambling cj beathard,0.0,0.25,0.25,True
285,1561162190270464001,2022-08-21 01:24:05+00:00,MiaOBrienTV,"For a second straight week: it appears the #Jaguars' opponent will have more than double the number of penalties they do.

(I can't feel my face)",['Jaguars'],102,5,,,second straight week appears opponent double number penalties cant feel face,0.296,0.06666666666666667,0.36266666666666664,True
286,1561162168157995010,2022-08-21 01:24:00+00:00,JaguarsViews,Jaguars QB Trevor Lawrence struggles in first half vs. Steelers #JacksonvilleJaguars #Jaguars #Jags #GoJags #JagsFan https://t.co/547xVau1wp,"['JacksonvilleJaguars', 'Jaguars', 'Jags', 'GoJags', 'JagsFan']",0,0,,,jaguars qb trevor lawrence struggles first half vs steelers,-0.3612,0.04166666666666667,-0.31953333333333334,False
287,1561162000637595650,2022-08-21 01:23:20+00:00,Prynce_of_Kingz,Where's Cam Newton? We need a better backup QB. Smh. #Jaguars #PITvsJAX,"['Jaguars', 'PITvsJAX']",0,0,,,wheres cam newton need better backup qb smh,0.1531,0.5,0.6531,True
