,ID,Date,User,Tweet,HashTags,Likes,Retweets,MentionUsers,LocationCoordinates,clean_Tweet,NLTK_Sentiment_Analysis,TextBlob_Sentiment_Analysis,Compound_Sentiment_Score,Positive_Sentiment
174,1559262295712096258,2022-08-15 19:34:35+00:00,KruseSports_,Hes gonna be your right guard come week 1 #Bears https://t.co/JkYSW74FNq,['Bears'],2,0,,,hes gonna right guard come week 1,0.0,0.2857142857142857,0.2857142857142857,True
176,1559261874503516162,2022-08-15 19:32:55+00:00,BryanPerezNFL,"I love seeing @TheBearsTalk members publish their OWN content! Check out @Pete_Chi_Fan latest work and sign up for your own account today!

3 Takeaways from the #Bears’ preseason win over the Chiefs 

https://t.co/TMMSqS4JTP",['Bears'],5,1,"[User(username='TheBearsTalk', id=1306600594262679552, displayname='Bears Talk', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Pete_Chi_Fan', id=1394767881670471685, displayname='Pete, and you will have time for my shenanigans', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,love seeing members publish content check latest work sign account today 3 takeaways preseason win chiefs,0.8402,0.6,1.4402,True
177,1559261402950426627,2022-08-15 19:31:02+00:00,BearsViews,"Kyler Gordon on Brisker vs. KC: He was 'physical and tough, it was exciting to see' | Chicago Bears #BearsFootball #BearsTalk #DaBears #BearDown #BearsFans https://t.co/ziXZXeyK5B","['BearsFootball', 'BearsTalk', 'DaBears', 'BearDown', 'BearsFans']",0,1,,,kyler gordon brisker vs kc physical tough exciting see chicago bears,0.4019,-0.029629629629629634,0.37227037037037036,True
178,1559261331198382080,2022-08-15 19:30:45+00:00,CoachDeCon,Feels like this is going to a bad place...  #Bears https://t.co/kjth8CMfY8,['Bears'],2,0,,,feels like going bad place,-0.25,-0.6999999999999998,-0.9499999999999998,False
180,1559260472817360898,2022-08-15 19:27:21+00:00,EDuerrwaechter,"In this situation, the #Bears are absolved of any wrong doing. It's the player and their ""agent"" who stands to get in serious legal trouble if they continue any illegal solicitation. 

It's illegal because the agent 1) is not certified and 2) the Bears have not given permission. https://t.co/oWKZgQgeDO",['Bears'],1,0,,,situation absolved wrong player agent stands get serious legal trouble continue illegal solicitation illegal agent 1 certified 2 bears given permission,-0.8834,-0.3055555555555555,-1.1889555555555555,False
181,1559260101210476545,2022-08-15 19:25:52+00:00,670TheScore,"A man named Saint Omni is contacting other NFL teams on behalf of #Bears linebacker Roquan Smith, and the powers that be aren't happy about it

https://t.co/zhNASWbTRo https://t.co/qD65nNTk6E",['Bears'],18,2,,,man named saint omni contacting nfl teams behalf linebacker roquan smith powers arent happy,-0.4585,0.8,0.3415,True
182,1559259491606175747,2022-08-15 19:23:27+00:00,riseofthebears,"An experienced veteran in Robert Quinn is going to help make Braxton Jones better at left tackle.
#DaBears #Bears #ChicagoBears","['DaBears', 'Bears', 'ChicagoBears']",0,0,,,experienced veteran robert quinn going help make braxton jones better left tackle,0.6808,0.325,1.0058,True
183,1559259136637927425,2022-08-15 19:22:02+00:00,BearsViews,Luke Getsy on Fields: 'He's attacking every day the right way' | Chicago Bears #BearsFootball #BearsTalk #DaBears #BearDown #BearsFans https://t.co/lNThpUmrkf,"['BearsFootball', 'BearsTalk', 'DaBears', 'BearDown', 'BearsFans']",0,0,,,luke getsy fields hes attacking every day right way chicago bears,-0.4588,0.2857142857142857,-0.1730857142857143,False
184,1559258492757753857,2022-08-15 19:19:28+00:00,bear_staley,Crazy that we'll have another #Bears game before the end of the week.,['Bears'],2,0,,,crazy well another game end week,-0.0772,-0.5,-0.5772,False
185,1559258435803283458,2022-08-15 19:19:15+00:00,OnTapSportsNet,"So far, the #Bears aren't guilty of anything but an individual inquiring about a Roquan Smith trade is doing so without consent, bringing the possibility of tampering to Ryan Poles' front door. (via @PatBoadway)

@BearsOnTap | #DaBears 
https://t.co/ZNj7VCTVh5","['Bears', 'DaBears']",6,4,"[User(username='PatBoadway', id=970062111782076416, displayname='Patrick Boadway', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BearsOnTap', id=1110599572466925569, displayname='Bears On Tap', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,far arent guilty anything individual inquiring roquan smith trade without consent bringing possibility tampering ryan poles front door via,0.1695,-0.13333333333333333,0.03616666666666668,True
186,1559257791545704449,2022-08-15 19:16:41+00:00,9erMatt,Any #BearDown #Bears #ChicagoBears fans out there that want to get on a twitter space and talk about the week 1 game soon?,"['BearDown', 'Bears', 'ChicagoBears']",0,0,,,fans want get twitter space talk week 1 game soon,0.0772,-0.4,-0.32280000000000003,False
187,1559256713563447296,2022-08-15 19:12:24+00:00,Just_Acy,"Jenkins looked good to me, I see the grip strength and power flash, He moved well also in the run game. #Bears | #DaBears https://t.co/CMQlVI8auv","['Bears', 'DaBears']",4,2,,"Coordinates(longitude=-87.940033, latitude=41.644102)",jenkins looked good see grip strength power flash moved well also run game,0.802,0.14999999999999997,0.952,True
188,1559256625113976835,2022-08-15 19:12:03+00:00,BearsViews,TRAINING CAMP IN :60 - Teven Jenkins moving to right guard for Chicago Bears? #shorts #BearsFootball #BearsTalk #DaBears #BearDown #BearsFans https://t.co/9JPBJVAYK4,"['shorts', 'BearsFootball', 'BearsTalk', 'DaBears', 'BearDown', 'BearsFans']",0,1,,,training camp 60 teven jenkins moving right guard chicago bears,0.0,0.2857142857142857,0.2857142857142857,True
189,1559256378593742848,2022-08-15 19:11:04+00:00,BearsViews,Chicago Bears Training Camp: Teven Jenkins takes reps at right guard | CHGO Bears Live Show #BearsFootball #BearsTalk #DaBears #BearDown #BearsFans https://t.co/5EbduzP8Q8,"['BearsFootball', 'BearsTalk', 'DaBears', 'BearDown', 'BearsFans']",0,0,,,chicago bears training camp teven jenkins takes reps right guard chgo bears live show,0.0,0.21103896103896103,0.21103896103896103,True
190,1559255821615337472,2022-08-15 19:08:52+00:00,DaWindyCityFS,"The Bears’ great, good, and bad vs. Chiefs (via @toddjdub) #Bears #DaBears https://t.co/nHXcvNcPwC","['Bears', 'DaBears']",0,1,"[User(username='toddjdub', id=116591969, displayname='Todd Welter', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,bears great good bad vs chiefs via,0.5423,0.2666666666666667,0.8089666666666667,True
191,1559255568237432833,2022-08-15 19:07:51+00:00,dandalyonsports,"One of the reasons I'm bitter the 1934 #Bears didn't win the #NFL title is that if they had, more teams might have decided: Hey, maybe *we* need 9 guys who are able to throw a TD pass. 16 TD passes, 9 passers. https://t.co/P24fjbnu4j","['Bears', 'NFL']",1,0,,,one reasons im bitter 1934 didnt win title teams might decided hey maybe need 9 guys able throw td pass 16 td passes 9 passers,-0.707,0.4000000000000001,-0.3069999999999999,False
192,1559255467540480000,2022-08-15 19:07:27+00:00,670TheScore,".@ParkinsSpiegel will react to the #Bears' first preseason game against the #Chiefs &amp; the latest development in the Roquan Smith-#Bears saga

Plus #WhiteSox talk &amp; more today until 5:30p

4:00 @stevestone 
5:00 @markgrotesports 

https://t.co/6pC174BHJJ
https://t.co/bLM82jkarz https://t.co/Lrz21caEqb","['Bears', 'Chiefs', 'Bears', 'WhiteSox']",0,1,"[User(username='ParkinsSpiegel', id=398205834, displayname='The Parkins & Spiegel Show', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='stevestone', id=3272231378, displayname='Steve Stone', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='markgrotesports', id=284245418, displayname='Mark Grote', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,react first preseason game amp latest development roquan smith saga plus talk amp today 5 30p 4 00 5 00,0.0,0.11666666666666665,0.11666666666666665,True
193,1559254885391994880,2022-08-15 19:05:08+00:00,KruseSports_,@MkeKid134 It’s sad how happy #Bears fans are that a regime is making decisions that are obvious even to us. It’s refreshing and shows maybe we got it right this time lol,['Bears'],5,0,"[User(username='MkeKid134', id=1451260729349353474, displayname='Jake', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,sad happy fans regime making decisions obvious even us refreshing shows maybe got right time lol,0.5267,0.31428571428571433,0.8409857142857142,True
195,1559254672954732544,2022-08-15 19:04:18+00:00,KruseSports_,"@B_Willijax Braxton Jones showed enough promise for them to let that ride on potential alone. I think Tev might be a pleasant surprise inside. The oline is missing their anchor in Lucas Patrick, once he’s back a big improvement will show. #Bears",['Bears'],1,0,"[User(username='B_Willijax', id=1471209571662405638, displayname='Bartholomew Willijax', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,braxton jones showed enough promise let ride potential alone think tev might pleasant surprise inside oline missing anchor lucas patrick back big improvement show,0.7579,0.08888888888888886,0.8467888888888889,True
196,1559253893300862978,2022-08-15 19:01:12+00:00,BearsViews,Bears' Luke Getsy felt Justin Fields left pocket early on scramble #Bears #ChicagoBears #BearsNation #DaBears https://t.co/dJuBWA9Lyi,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,0,,,bears luke getsy felt justin fields left pocket early scramble,0.0,0.05,0.05,True
197,1559253665713725441,2022-08-15 19:00:18+00:00,BearsViews,Safety Jimmie Ward's injury puts status in doubt for 49ers' opener #Bears #ChicagoBears #BearsNation #DaBears https://t.co/SkdlT00NM7,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,0,,,safety jimmie wards injury puts status doubt 49ers opener,-0.3612,0.0,-0.3612,False
198,1559253640375943169,2022-08-15 19:00:12+00:00,wild_place,"Book your roar-some summer adventure to Wild Place Project now!🐻 

Discover bears, lynxes, wolves and wolverines in our award-winning Bear Wood as well as giraffes, zebras, cheetahs and more.

Book now: https://t.co/Ixr41RUc5o

#VisitBristol #DOWTK #WhatsOnBristol #Bears https://t.co/RdIh4bfgz7","['VisitBristol', 'DOWTK', 'WhatsOnBristol', 'Bears']",6,1,,,book roar summer adventure wild place project discover bears lynxes wolves wolverines award winning bear wood well giraffes zebras cheetahs book,0.8834,0.3,1.1834,True
199,1559253590727831552,2022-08-15 19:00:00+00:00,BTU_Larry,"***NEW PODCAST***

Hear @BTU_Larry share his thoughts and feelings on the Bears Preseason Week 01 win at home over the Chiefs!!

All of that plus a special guest host on Apple, Spotify or
https://t.co/4yAgU0PQvO

@SprtsDrnk #Bears https://t.co/4RS8qi4fc4",['Bears'],1,0,"[User(username='BTU_Larry', id=142539335, displayname='Bears Talk Underground', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SprtsDrnk', id=1355216693862215682, displayname='SPORTS DRINK', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,new podcast hear share thoughts feelings bears preseason week 01 win home chiefs plus special guest host apple spotify,0.8271,0.43116883116883115,1.258268831168831,True
200,1559252944071032832,2022-08-15 18:57:26+00:00,ChiCitySports23,#49ers could be without a top defender in Week 1 vs Chicago #Bears https://t.co/ljTilIQgmL,"['49ers', 'Bears']",0,0,,,could without top defender week 1 vs chicago,-0.2235,0.5,0.27649999999999997,True
201,1559252366389661700,2022-08-15 18:55:08+00:00,MoAwadFrankfort,@CarmenDeFalco i was not coming after you. Just a HUGE ChicagoFan #WhiteSox #Bears just a stupid optimistic fan i Guess . #loveEspn1000,"['WhiteSox', 'Bears', 'loveEspn1000']",0,0,"[User(username='CarmenDeFalco', id=229564113, displayname='Carmen DeFalco', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]","Coordinates(longitude=-87.9075495, latitude=41.4616575)",coming huge chicagofan stupid optimistic fan guess,0.3612,-0.19999999999999993,0.1612000000000001,True
202,1559252224995479552,2022-08-15 18:54:34+00:00,ErikLambert1,He’s not AB. He just takes advice from idiots.  #Bears https://t.co/pHTrdQG13f,['Bears'],32,1,,,ab takes advice idiots,0.0,-0.8,-0.8,False
204,1559250860865208320,2022-08-15 18:49:09+00:00,BearsViews,Bears Rookies Kyler Gordon and Velus Jones Jr. Return From Injury Among Others #Bears #ChicagoBears #BearsNation #DaBears https://t.co/oRWIaWtpfr,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,0,,,bears rookies kyler gordon velus jones jr return injury among others,-0.4215,0.0,-0.4215,False
205,1559250146226995203,2022-08-15 18:46:18+00:00,nflrums,"The #NFL Management Council sent a memo, warning them that a person contacting clubs about trading for #Bears LB Roquan Smith isn’t a certified agent and that any contact with a player under contract or his agent without direct written permission is tampering Via @TomPelissero","['NFL', 'Bears']",193,30,"[User(username='TomPelissero', id=36089053, displayname='Tom Pelissero', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,management council sent memo warning person contacting clubs trading lb roquan smith certified agent contact player contract agent without direct written permission tampering via,-0.34,0.1,-0.24000000000000002,False
207,1559248397361618944,2022-08-15 18:39:22+00:00,JimOwczarski,@LaurenceWHolmes #Bears fans need only look north to see the rarity - and the possibility - of a mid-round pick being the guy at LT. David Bakhtiari was a 4th rounder.,['Bears'],2,0,"[User(username='LaurenceWHolmes', id=287286722, displayname='Laurence Holmes', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,fans need look north see rarity possibility mid round pick guy lt david bakhtiari 4th rounder,0.0,-0.1,-0.1,False
208,1559247903637528577,2022-08-15 18:37:24+00:00,OnTapSportsNet,"What are the #Bears really trying to do with Teven Jenkins? @PatBoadway asks that very question and wonders if this could be the key to unlocking his success.

@BearsOnTap | #DaBears 
https://t.co/p2JXDkJnn0","['Bears', 'DaBears']",10,4,"[User(username='PatBoadway', id=970062111782076416, displayname='Patrick Boadway', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BearsOnTap', id=1110599572466925569, displayname='Bears On Tap', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,really trying teven jenkins asks question wonders could key unlocking success,0.5719,0.16666666666666666,0.7385666666666666,True
209,1559247206154207236,2022-08-15 18:34:38+00:00,TomPelissero,"The NFL Management Council sent a memo to clubs, warning them that a person contacting clubs about trading for #Bears LB Roquan Smith isn’t a certified agent and that any contact with a player under contract or his agent without direct written permission is tampering, per source.",['Bears'],1309,252,,"Coordinates(longitude=-87.778536, latitude=41.650997)",nfl management council sent memo clubs warning person contacting clubs trading lb roquan smith certified agent contact player contract agent without direct written permission tampering per source,-0.34,0.1,-0.24000000000000002,False
210,1559247162130702337,2022-08-15 18:34:27+00:00,CHGO_Bears,"TRAINING CAMP TAKEAWAYS👇

@NicholasMoreano breaks down what happened at #Bears practice after their first preseason win! 🏈

Join us for the full show at 2 PM: https://t.co/PvLKQ4hpm6 https://t.co/bdQbr7Hh07",['Bears'],15,5,"[User(username='NicholasMoreano', id=446431065, displayname='Nicholas Moreano', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,training camp takeaways breaks happened practice first preseason win join us full show 2 pm,0.7184,0.4666666666666666,1.1850666666666667,True
211,1559246821062594562,2022-08-15 18:33:06+00:00,phQueiroz1710,"@NFLBrasil Ravens, Chiefs, Bills AFC/ 49ers, Seahawks NFC! Mas jamais aconteceria ja que meu Bears é um dos clubes fundadores da Liga e desse esporte maravilhoso! GSH! Bears down! #DaBears",['DaBears'],0,0,"[User(username='NFLBrasil', id=2771632756, displayname='NFL Brasil', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,ravens chiefs bills afc 49ers seahawks nfc mas jamais aconteceria ja que meu bears um dos clubes fundadores da liga e desse esporte maravilhoso gsh bears,-0.5719,0.0,-0.5719,False
212,1559246444091129856,2022-08-15 18:31:36+00:00,IUCivicOwner,Check out my new article in @BearReport on preseason standout @JackSanborn79’s impressive performance on Saturday! #Bears https://t.co/yOJ8yOPEpa,['Bears'],0,0,"[User(username='BearReport', id=1068578147464093696, displayname='Bear Report', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='JackSanborn79', id=4207538719, displayname='Jack Sanborn', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,check new article preseason standout impressive performance saturday,0.5106,0.5681818181818181,1.078781818181818,True
213,1559246097435881472,2022-08-15 18:30:13+00:00,KruseSports_,I’m eager to see how Jack Sanborn does against Seattle. A strong preseason showing could have him challenge for some playing time come week 1. #Bears,['Bears'],4,0,,,eager see jack sanborn seattle strong preseason showing could challenge playing time come week 1,0.7845,0.4333333333333333,1.2178333333333333,True
214,1559245922470572032,2022-08-15 18:29:31+00:00,KruseSports_,"I like an inside trio of 
Whitehair-Patrick-Jenkins #Bears",['Bears'],3,0,,,like inside trio whitehair patrick jenkins,0.3612,0.0,0.3612,True
215,1559245913712992256,2022-08-15 18:29:29+00:00,670TheScore,"#Bears are giving Teven Jenkins a look -- and new chance -- at guard

https://t.co/7Axusxv8ss via @CEmma670 https://t.co/OPawNLbkYt",['Bears'],12,1,"[User(username='CEmma670', id=222249852, displayname='Chris Emma', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,giving teven jenkins look new chance guard via,0.5267,0.13636363636363635,0.6630636363636363,True
216,1559245683479040001,2022-08-15 18:28:34+00:00,KruseSports_,Talked about it yesterday. #Bears make the smart move. After seein Schofield in action moving Tev to guard was a move that had to be made. Now it’s up to Tev to take it. https://t.co/QDnoQ8RJZu,['Bears'],3,0,,,talked yesterday make smart move seein schofield action moving tev guard move made tev take,0.4019,0.15714285714285714,0.5590428571428572,True
218,1559245291504783360,2022-08-15 18:27:01+00:00,BearsViews,"Bears LB Roquan Smith makes top 100 list, continues ‘hold-in’ #Bears #ChicagoBears #BearsNation #DaBears https://t.co/k97i4IodZx","['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,1,,,bears lb roquan smith makes top 100 list continues hold,0.2023,0.5,0.7023,True
219,1559245102509608965,2022-08-15 18:26:16+00:00,KarleyTweets,#Bears rookie CB Kyler Gordon is expected to make his preseason debut against the #Seahawks on Aug 18.,"['Bears', 'Seahawks']",2,0,,,rookie cb kyler gordon expected make preseason debut aug 18,0.0,-0.1,-0.1,False
223,1559244441751355392,2022-08-15 18:23:38+00:00,StadiumRantHQ,"PSA for Justin fields truthers 🗣 

#Bears fans we’re #hiring multiple Paid Contributing Writers for https://t.co/No4HS7fdPU If you are a fan of the #NFL &amp; want a legitimate platform behind your voice then apply today at https://t.co/1RFUjd6Fni https://t.co/zaUilas422","['Bears', 'hiring', 'NFL']",0,1,,,psa justin fields truthers fans multiple paid contributing writers fan amp want legitimate platform behind voice apply today,0.3818,-0.2,0.18179999999999996,True
224,1559243795920986112,2022-08-15 18:21:04+00:00,BearsViews,Bears are trying Teven Jenkins at right guard #BearsNation #DaBears #MonstersOfTheMidway #Bears https://t.co/GGwlzsMB5M,"['BearsNation', 'DaBears', 'MonstersOfTheMidway', 'Bears']",1,1,,,bears trying teven jenkins right guard,0.0,0.2857142857142857,0.2857142857142857,True
225,1559242519371825152,2022-08-15 18:16:00+00:00,BearsViews,The Best Gifts for Chicago Sports Fans #BearsNation #DaBears #MonstersOfTheMidway #Bears https://t.co/ZsvwK1B1LB,"['BearsNation', 'DaBears', 'MonstersOfTheMidway', 'Bears']",0,0,,,best gifts chicago sports fans,0.6369,1.0,1.6369,True
227,1559242240236654597,2022-08-15 18:14:54+00:00,ThatPodGuyDuke,"Hope he can put together a good week of practice and show something with the second team on Thursday.

Once Patrick is back, right guard is wide open imo. #Bears https://t.co/WHno5PhvDb",['Bears'],1,0,,,hope put together good week practice show something second team thursday patrick back right guard wide open imo,0.7003,0.14761904761904762,0.8479190476190477,True
228,1559241291938029575,2022-08-15 18:11:07+00:00,djdurkin,"Considering he's only played defense since 2020, #Bears rookie DE Dominique Robinson flashed against the Chiefs. Twitchy first step, good bend to run the hoop and burst to close. All snaps here on my Youtube: https://t.co/5HRlMbNnMl",['Bears'],36,1,,,considering hes played defense since 2020 rookie de dominique robinson flashed chiefs twitchy first step good bend run hoop burst close snaps youtube,0.7003,0.475,1.1753,True
229,1559241283549413377,2022-08-15 18:11:05+00:00,BearsViews,Bears are trying Teven Jenkins at right guard #Bears #ChicagoBears #BearsNation #DaBears https://t.co/0Etfdmhvvc,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",1,0,,,bears trying teven jenkins right guard,0.0,0.2857142857142857,0.2857142857142857,True
230,1559239775592353793,2022-08-15 18:05:06+00:00,BearsViews,Bears' David Montgomery joins Roquan Smith on NFL top-100 list #Bears #ChicagoBears #BearsNation #DaBears https://t.co/l90TTuvp2Z,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",1,0,,,bears david montgomery joins roquan smith nfl top 100 list,0.2023,0.5,0.7023,True
231,1559239639948529667,2022-08-15 18:04:34+00:00,OnTapSportsNet,"The #Bears got two of their rookies back in training camp today. Could this be a sign of good things to come before their next preseason game? (via @PatBoadway)

@BearsOnTap | #DaBears 
https://t.co/VsRgNI39EQ","['Bears', 'DaBears']",9,4,"[User(username='PatBoadway', id=970062111782076416, displayname='Patrick Boadway', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BearsOnTap', id=1110599572466925569, displayname='Bears On Tap', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,got two rookies back training camp today could sign good things come next preseason game via,0.4404,0.07499999999999998,0.5154,True
234,1559239210523131904,2022-08-15 18:02:51+00:00,sportsmockery,#Bears Finally Made The Teven Jenkins Move That Might Save Him https://t.co/lV1rnqmT3T https://t.co/Q4pbufknKY,['Bears'],3,0,,,finally made teven jenkins move might save,0.4939,0.0,0.4939,True
235,1559239077400018955,2022-08-15 18:02:19+00:00,richardpadawan,"@SangreNFL #DaBears Chicago Bears
#Sweetness Walter Payton
Al ganar el SB XX cuando cargan a Buddy Ryan y a Mike Ditka, única vez que ha sucedido que de un mismo equipo carguen a dos Coaches al ganar un SB (de hecho creo que eso ya ni se acostumbra...ya solo los bañan en Gatorade)","['DaBears', 'Sweetness']",1,0,"[User(username='SangreNFL', id=1165318641887391745, displayname='Sangre NFL💉🏈', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,chicago bears walter payton al ganar el sb xx cuando cargan buddy ryan mike ditka nica vez que ha sucedido que de un mismo equipo carguen dos coaches al ganar un sb de hecho creo que eso ya ni se acostumbra ya solo los ba en gatorade,0.34,0.0,0.34,True
236,1559239045170987008,2022-08-15 18:02:12+00:00,BearsViews,Safety Jimmie Ward's injury puts status in doubt for 49ers' opener #Bears #ChicagoBears #BearsNation #DaBears https://t.co/NU9cRNuG0b,"['Bears', 'ChicagoBears', 'BearsNation', 'DaBears']",0,0,,,safety jimmie wards injury puts status doubt 49ers opener,-0.3612,0.0,-0.3612,False
